285;Сосенский;Калужская область
286;Спас-Деменск;Калужская область
287;Сухиничи;Калужская область
288;Таруса;Калужская область
289;Юхнов;Калужская область
290;Вилючинск;Камчатский край
291;Елизово;Камчатский край
292;Петропавловск-Камчатский;Камчатский край
293;Карачаевск;Карачаево-Черкесия
294;Теберда;Карачаево-Черкесия
295;Усть-Джегута;Карачаево-Черкесия
296;Черкесск;Карачаево-Черкесия
297;Беломорск;Карелия
298;Кемь;Карелия
299;Кондопога;Карелия
300;Костомукша;Карелия
301;Лахденпохья;Карелия
302;Медвежьегорск;Карелия
303;Олонец;Карелия
304;Петрозаводск;Карелия
305;Питкяранта;Карелия
306;Пудож;Карелия
307;Сегежа;Карелия
308;Сортавала;Карелия
309;Суоярви;Карелия
310;Анжеро-Судженск;Кемеровская область
311;Белово;Кемеровская область
312;Берёзовский;Кемеровская область
313;Гурьевск;Кемеровская область
314;Калтан;Кемеровская область
315;Кемерово;Кемеровская область
316;Киселёвск;Кемеровская область
317;Ленинск-Кузнецкий;Кемеровская область
318;Мариинск;Кемеровская область
319;Междуреченск;Кемеровская область
320;Мыски;Кемеровская область
321;Новокузнецк;Кемеровская область
322;Осинники;Кемеровская область
323;Полысаево;Кемеровская область
324;Прокопьевск;Кемеровская область
325;Салаир;Кемеровская область
326;Тайга;Кемеровская область
327;Таштагол;Кемеровская область
328;Топки;Кемеровская область
329;Юрга;Кемеровская область
330;Белая Холуница;Кировская область
331;Вятские Поляны;Кировская область
332;Зуевка;Кировская область
333;Киров;Кировская область
334;Кирово-Чепецк;Кировская область
335;Кирс;Кировская область
336;Котельнич;Кировская область
337;Луза;Кировская область
338;Малмыж;Кировская область
339;Мураши;Кировская область
340;Нолинск;Кировская область
341;Омутнинск;Кировская область
342;Орлов;Кировская область
343;Слободской;Кировская область
344;Советск;Кировская область
345;Сосновка;Кировская область
346;Уржум;Кировская область
347;Яранск;Кировская область
348;Воркута;Коми
349;Вуктыл;Коми
350;Емва;Коми
351;Инта;Коми
352;Микунь;Коми
353;Печора;Коми
354;Сосногорск;Коми
355;Сыктывкар;Коми
356;Усинск;Коми
357;Ухта;Коми
358;Буй;Костромская область
359;Волгореченск;Костромская область
360;Галич;Костромская область
361;Кологрив;Костромская область
362;Кострома;Костромская область
363;Макарьев;Костромская область
364;Мантурово;Костромская область
365;Нерехта;Костромская область
366;Нея;Костромская область
367;Солигалич;Костромская область
368;Чухлома;Костромская область
369;Шарья;Костромская область
370;Абинск;Краснодарский край
371;Анапа;Краснодарский край
372;Апшеронск;Краснодарский край
373;Армавир;Краснодарский край
374;Белореченск;Краснодарский край
375;Геленджик;Краснодарский край
376;Горячий Ключ;Краснодарский край
377;Гулькевичи;Краснодарский край
378;Ейск;Краснодарский край
379;Кореновск;Краснодарский край
380;Краснодар;Краснодарский край
381;Кропоткин;Краснодарский край
382;Крымск;Краснодарский край
383;Курганинск;Краснодарский край
384;Лабинск;Краснодарский край
385;Новокубанск;Краснодарский край
386;Новороссийск;Краснодарский край
387;Приморско-Ахтарск;Краснодарский край
388;Славянск-на-Кубани;Краснодарский край
389;Сочи;Краснодарский край
390;Темрюк;Краснодарский край
391;Тимашёвск;Краснодарский край
392;Тихорецк;Краснодарский край
393;Туапсе;Краснодарский край
394;Усть-Лабинск;Краснодарский край
395;Хадыженск;Краснодарский край
396;Артёмовск;Красноярский край
397;Ачинск;Красноярский край
398;Боготол;Красноярский край
399;Бородино;Красноярский край
400;Дивногорск;Красноярский край
401;Дудинка;Красноярский край
402;Енисейск;Красноярский край
403;Железногорск;Красноярский край
404;Заозёрный;Красноярский край
405;Зеленогорск;Красноярский край
406;Игарка;Красноярский край
407;Иланский;Красноярский край
408;Канск;Красноярский край
409;Кодинск;Красноярский край
410;Красноярск;Красноярский край
411;Лесосибирск;Красноярский край
412;Минусинск;Красноярский край
413;Назарово;Красноярский край
414;Норильск;Красноярский край
415;Сосновоборск;Красноярский край
416;Ужур;Красноярский край
417;Уяр;Красноярский край
418;Шарыпово;Красноярский край
419;Далматово;Курганская область
420;Катайск;Курганская область
421;Курган;Курганская область
422;Куртамыш;Курганская область
423;Макушино;Курганская область
424;Петухово;Курганская область
425;Шадринск;Курганская область
426;Шумиха;Курганская область
427;Щучье;Курганская область
428;Дмитриев;Курская область
429;Железногорск;Курская область
430;Курск;Курская область
431;Курчатов;Курская область
432;Льгов;Курская область
433;Обоянь;Курская область
434;Рыльск;Курская область
435;Суджа;Курская область
436;Фатеж;Курская область
437;Щигры;Курская область
438;Бокситогорск;Ленинградская область
439;Волосово;Ленинградская область
440;Волхов;Ленинградская область
441;Всеволожск;Ленинградская область
442;Выборг;Ленинградская область
443;Высоцк;Ленинградская область
444;Гатчина;Ленинградская область
445;Ивангород;Ленинградская область
446;Каменногорск;Ленинградская область
447;Кингисепп;Ленинградская область
448;Кириши;Ленинградская область
449;Кировск;Ленинградская область
450;Коммунар;Ленинградская область
451;Лодейное Поле;Ленинградская область
452;Луга;Ленинградская область
453;Любань;Ленинградская область
454;Никольское;Ленинградская область
455;Новая Ладога;Ленинградская область
456;Отрадное;Ленинградская область
457;Пикалёво;Ленинградская область
458;Подпорожье;Ленинградская область
459;Приморск;Ленинградская область
460;Приозерск;Ленинградская область
461;Светогорск;Ленинградская область
462;Сертолово;Ленинградская область
463;Сланцы;Ленинградская область
464;Сосновый Бор;Ленинградская область
465;Сясьстрой;Ленинградская область
466;Тихвин;Ленинградская область
467;Тосно;Ленинградская область
468;Шлиссельбург;Ленинградская область
469;Грязи;Липецкая область
470;Данков;Липецкая область
471;Елец;Липецкая область
472;Задонск;Липецкая область
473;Лебедянь;Липецкая область
474;Липецк;Липецкая область
475;Усмань;Липецкая область
476;Чаплыгин;Липецкая область
477;Магадан;Магаданская область
478;Сусуман;Магаданская область
479;Волжск;Марий Эл
480;Звенигово;Марий Эл
481;Йошкар-Ола;Марий Эл
482;Козьмодемьянск;Марий Эл
483;Ардатов;Мордовия
484;Инсар;Мордовия
485;Ковылкино;Мордовия
486;Краснослободск;Мордовия
487;Рузаевка;Мордовия
488;Саранск;Мордовия
489;Темников;Мордовия
490;Москва;Москва
491;Апрелевка;Московская область
492;Балашиха;Московская область
493;Бронницы;Московская область
494;Верея;Московская область
495;Видное;Московская область
496;Волоколамск;Московская область
497;Воскресенск;Московская область
498;Высоковск;Московская область
499;Голицыно;Московская область
500;Дедовск;Московская область
501;Дзержинский;Московская область
502;Дмитров;Московская область
503;Долгопрудный;Московская область
504;Домодедово;Московская область
505;Дрезна;Московская область
506;Дубна;Московская область
507;Егорьевск;Московская область
508;Железнодорожный;Московская область
509;Жуковский;Московская область
510;Зарайск;Московская область
511;Звенигород;Московская область
512;Ивантеевка;Московская область
513;Истра;Московская область
514;Кашира;Московская область
515;Климовск;Московская область
516;Клин;Московская область
517;Коломна;Московская область
518;Котельники;Московская область
519;Королёв;Московская область
520;Красноармейск;Московская область
521;Красногорск;Московская область
522;Краснозаводск;Московская область
523;Краснознаменск;Московская область
524;Кубинка;Московская область
525;Куровское;Московская область
526;Ликино-Дулёво;Московская область
527;Лобня;Московская область
528;Лосино-Петровский;Московская область
529;Луховицы;Московская область
530;Лыткарино;Московская область
531;Люберцы;Московская область
532;Можайск;Московская область
533;Московский;Москва
534;Мытищи;Московская область
535;Наро-Фоминск;Московская область
536;Ногинск;Московская область
537;Одинцово;Московская область
538;Ожерелье;Московская область
539;Озёры;Московская область
540;Орехово-Зуево;Московская область
541;Павловский Посад;Московская область
542;Пересвет;Московская область
543;Подольск;Московская область
544;Протвино;Московская область
545;Пушкино;Московская область
546;Пущино;Московская область
547;Раменское;Московская область
548;Реутов;Московская область
549;Рошаль;Московская область
550;Руза;Московская область
551;Сергиев Посад;Московская область
552;Серпухов;Московская область
553;Солнечногорск;Московская область
554;Старая Купавна;Московская область
555;Ступино;Московская область
556;Талдом;Московская область
557;Троицк;Москва
558;Фрязино;Московская область
559;Химки;Московская область
560;Хотьково;Московская область
561;Черноголовка;Московская область
562;Чехов;Московская область
563;Шатура;Московская область
564;Щёлково;Московская область
565;Щербинка;Москва
566;Электрогорск;Московская область
567;Электросталь;Московская область
568;Электроугли;Московская область
569;Юбилейный;Московская область
570;Яхрома;Московская область
571;Апатиты;Мурманская область
572;Гаджиево;Мурманская область
573;Заозёрск;Мурманская область
574;Заполярный;Мурманская область
575;Кандалакша;Мурманская область
576;Кировск;Мурманская область
577;Ковдор;Мурманская область
578;Кола;Мурманская область
579;Мончегорск;Мурманская область
580;Мурманск;Мурманская область
581;Оленегорск;Мурманская область
582;Островной;Мурманская область
583;Полярные Зори;Мурманская область
584;Полярный;Мурманская область
585;Североморск;Мурманская область
586;Снежногорск;Мурманская область
587;Нарьян-Мар;Ненецкий Авт. Окр.
588;Арзамас;Нижегородская область
589;Балахна;Нижегородская область
590;Богородск;Нижегородская область
591;Бор;Нижегородская область
592;Ветлуга;Нижегородская область
593;Володарск;Нижегородская область
594;Ворсма;Нижегородская область
595;Выкса;Нижегородская область
596;Горбатов;Нижегородская область
597;Городец;Нижегородская область
598;Дзержинск;Нижегородская область
599;Заволжье;Нижегородская область
600;Княгинино;Нижегородская область
601;Кстово;Нижегородская область
602;Кулебаки;Нижегородская область
603;Лукоянов;Нижегородская область
604;Лысково;Нижегородская область
605;Навашино;Нижегородская область
606;Нижний Новгород;Нижегородская область
607;Павлово;Нижегородская область
608;Первомайск;Нижегородская область
609;Перевоз;Нижегородская область
610;Саров;Нижегородская область
611;Семёнов;Нижегородская область
612;Сергач;Нижегородская область
613;Урень;Нижегородская область
614;Чкаловск;Нижегородская область
615;Шахунья;Нижегородская область
616;Боровичи;Новгородская область
617;Валдай;Новгородская область
618;Великий Новгород;Новгородская область
619;Малая Вишера;Новгородская область
620;Окуловка;Новгородская область
621;Пестово;Новгородская область
622;Сольцы;Новгородская область
623;Старая Русса;Новгородская область
624;Холм;Новгородская область
625;Чудово;Новгородская область
626;Барабинск;Новосибирская область
627;Бердск;Новосибирская область
628;Болотное;Новосибирская область
629;Искитим;Новосибирская область
630;Карасук;Новосибирская область
631;Каргат;Новосибирская область
632;Куйбышев;Новосибирская область
633;Купино;Новосибирская область
634;Новосибирск;Новосибирская область
635;Обь;Новосибирская область
636;Татарск;Новосибирская область
637;Тогучин;Новосибирская область
638;Черепаново;Новосибирская область
639;Чулым;Новосибирская область
640;Исилькуль;Омская область
641;Калачинск;Омская область
642;Называевск;Омская область
643;Омск;Омская область
644;Тара;Омская область
645;Тюкалинск;Омская область
646;Абдулино;Оренбургская область
647;Бугуруслан;Оренбургская область
648;Бузулук;Оренбургская область
649;Гай;Оренбургская область
650;Кувандык;Оренбургская область
651;Медногорск;Оренбургская область
652;Новотроицк;Оренбургская область
653;Оренбург;Оренбургская область
654;Орск;Оренбургская область
655;Соль-Илецк;Оренбургская область
656;Сорочинск;Оренбургская область
657;Ясный;Оренбургская область
658;Болхов;Орловская область
659;Дмитровск;Орловская область
660;Ливны;Орловская область
661;Малоархангельск;Орловская область
662;Мценск;Орловская область
663;Новосиль;Орловская область
664;Орёл;Орловская область
665;Белинский;Пензенская область
666;Городище;Пензенская область
667;Заречный;Пензенская область
668;Каменка;Пензенская область
669;Кузнецк;Пензенская область
670;Нижний Ломов;Пензенская область
671;Никольск;Пензенская область
672;Пенза;Пензенская область
673;Сердобск;Пензенская область
674;Спасск;Пензенская область
675;Сурск;Пензенская область
676;Александровск;Пермский край
677;Березники;Пермский край
678;Верещагино;Пермский край
679;Горнозаводск;Пермский край
680;Гремячинск;Пермский край
681;Губаха;Пермский край
682;Добрянка;Пермский край
683;Кизел;Пермский край
684;Красновишерск;Пермский край
685;Краснокамск;Пермский край
686;Кудымкар;Пермский край
687;Кунгур;Пермский край
688;Лысьва;Пермский край
689;Нытва;Пермский край
690;Оса;Пермский край
691;Оханск;Пермский край
692;Очёр;Пермский край
693;Пермь;Пермский край
694;Соликамск;Пермский край
695;Усолье;Пермский край
696;Чайковский;Пермский край
697;Чердынь;Пермский край
698;Чёрмоз;Пермский край
699;Чернушка;Пермский край
700;Чусовой;Пермский край
701;Арсеньев;Приморский край
702;Артём;Приморский край
703;Большой Камень;Приморский край
704;Владивосток;Приморский край
705;Дальнегорск;Приморский край
706;Дальнереченск;Приморский край
707;Лесозаводск;Приморский край
708;Находка;Приморский край
709;Партизанск;Приморский край
710;Спасск-Дальний;Приморский край
711;Уссурийск;Приморский край
712;Фокино;Приморский край
713;Великие Луки;Псковская область
714;Гдов;Псковская область
715;Дно;Псковская область
716;Невель;Псковская область
717;Новоржев;Псковская область
718;Новосокольники;Псковская область
719;Опочка;Псковская область
720;Остров;Псковская область
721;Печоры;Псковская область
722;Порхов;Псковская область
723;Псков;Псковская область
724;Пустошка;Псковская область
725;Пыталово;Псковская область
726;Себеж;Псковская область
727;Азов;Ростовская область
728;Аксай;Ростовская область
729;Батайск;Ростовская область
730;Белая Калитва;Ростовская область
731;Волгодонск;Ростовская область
732;Гуково;Ростовская область
733;Донецк;Ростовская область
734;Зверево;Ростовская область
735;Зерноград;Ростовская область
736;Каменск-Шахтинский;Ростовская область
737;Константиновск;Ростовская область
738;Красный Сулин;Ростовская область
739;Миллерово;Ростовская область
740;Морозовск;Ростовская область
741;Новочеркасск;Ростовская область
742;Новошахтинск;Ростовская область
743;Пролетарск;Ростовская область
744;Ростов-на-Дону;Ростовская область
745;Сальск;Ростовская область
746;Семикаракорск;Ростовская область
747;Таганрог;Ростовская область
748;Цимлянск;Ростовская область
749;Шахты;Ростовская область
750;Касимов;Рязанская область
751;Кораблино;Рязанская область
752;Михайлов;Рязанская область
753;Новомичуринск;Рязанская область
754;Рыбное;Рязанская область
755;Ряжск;Рязанская область
756;Рязань;Рязанская область
757;Сасово;Рязанская область
758;Скопин;Рязанская область
759;Спас-Клепики;Рязанская область
760;Спасск-Рязанский;Рязанская область
761;Шацк;Рязанская область
762;Жигулёвск;Самарская область
763;Кинель;Самарская область
764;Нефтегорск;Самарская область
765;Новокуйбышевск;Самарская область
766;Октябрьск;Самарская область
767;Отрадный;Самарская область
768;Похвистнево;Самарская область
769;Самара;Самарская область
770;Сызрань;Самарская область
771;Тольятти;Самарская область
772;Чапаевск;Самарская область
773;Зеленогорск;Санкт-Петербург
774;Колпино;Санкт-Петербург
775;Красное Село;Санкт-Петербург
776;Кронштадт;Санкт-Петербург
777;Ломоносов;Санкт-Петербург
778;Павловск;Санкт-Петербург
779;Петергоф;Санкт-Петербург
780;Пушкин;Санкт-Петербург
781;Санкт-Петербург;Санкт-Петербург
782;Сестрорецк;Санкт-Петербург
783;Аркадак;Саратовская область
784;Аткарск;Саратовская область
785;Балаково;Саратовская область
786;Балашов;Саратовская область
787;Вольск;Саратовская область
788;Ершов;Саратовская область
789;Калининск;Саратовская область
790;Красноармейск;Саратовская область
791;Красный Кут;Саратовская область
792;Маркс;Саратовская область
793;Новоузенск;Саратовская область
794;Петровск;Саратовская область
795;Пугачёв;Саратовская область
796;Ртищево;Саратовская область
797;Саратов;Саратовская область
798;Хвалынск;Саратовская область
799;Шиханы;Саратовская область
800;Энгельс;Саратовская область
801;Александровск-Сахалинский;Сахалинская область
802;Анива;Сахалинская область
803;Долинск;Сахалинская область
804;Корсаков;Сахалинская область
805;Курильск;Сахалинская область
806;Макаров;Сахалинская область
807;Невельск;Сахалинская область
808;Оха;Сахалинская область
809;Поронайск;Сахалинская область
810;Северо-Курильск;Сахалинская область
811;Томари;Сахалинская область
812;Углегорск;Сахалинская область
813;Холмск;Сахалинская область
814;Шахтёрск;Сахалинская область
815;Южно-Сахалинск;Сахалинская область
816;Алапаевск;Свердловская область
817;Арамиль;Свердловская область
818;Артёмовский;Свердловская область
819;Асбест;Свердловская область
820;Берёзовский;Свердловская область
821;Богданович;Свердловская область
822;Верхний Тагил;Свердловская область
823;Верхняя Пышма;Свердловская область
824;Верхняя Салда;Свердловская область
825;Верхняя Тура;Свердловская область
826;Верхотурье;Свердловская область
827;Волчанск;Свердловская область
828;Дегтярск;Свердловская область
829;Екатеринбург;Свердловская область
830;Заречный;Свердловская область
831;Ивдель;Свердловская область
832;Ирбит;Свердловская область
833;Каменск-Уральский;Свердловская область
834;Камышлов;Свердловская область
835;Карпинск;Свердловская область
836;Качканар;Свердловская область
837;Кировград;Свердловская область
838;Краснотурьинск;Свердловская область
839;Красноуральск;Свердловская область
840;Красноуфимск;Свердловская область
841;Кушва;Свердловская область
842;Лесной;Свердловская область
843;Михайловск;Свердловская область
844;Невьянск;Свердловская область
845;Нижние Серги;Свердловская область
846;Нижний Тагил;Свердловская область
847;Нижняя Салда;Свердловская область
848;Нижняя Тура;Свердловская область
849;Новая Ляля;Свердловская область
850;Новоуральск;Свердловская область
851;Первоуральск;Свердловская область
852;Полевской;Свердловская область
853;Ревда;Свердловская область
854;Реж;Свердловская область
855;Североуральск;Свердловская область
856;Серов;Свердловская область
857;Среднеуральск;Свердловская область
858;Сухой Лог;Свердловская область
859;Сысерть;Свердловская область
860;Тавда;Свердловская область
861;Талица;Свердловская область
862;Туринск;Свердловская область
863;Алагир;Северная Осетия - Алания
864;Ардон;Северная Осетия - Алания
865;Беслан;Северная Осетия - Алания
866;Владикавказ;Северная Осетия - Алания
867;Дигора;Северная Осетия - Алания
868;Моздок;Северная Осетия - Алания
869;Велиж;Смоленская область
870;Вязьма;Смоленская область
871;Гагарин;Смоленская область
872;Демидов;Смоленская область
873;Десногорск;Смоленская область
874;Дорогобуж;Смоленская область
875;Духовщина;Смоленская область
876;Ельня;Смоленская область
877;Починок;Смоленская область
878;Рославль;Смоленская область
879;Рудня;Смоленская область
880;Сафоново;Смоленская область
881;Смоленск;Смоленская область
882;Сычёвка;Смоленская область
883;Ярцево;Смоленская область
884;Благодарный;Ставропольский край
885;Будённовск;Ставропольский край
886;Георгиевск;Ставропольский край
887;Ессентуки;Ставропольский край
888;Железноводск;Ставропольский край
889;Зеленокумск;Ставропольский край
890;Изобильный;Ставропольский край
891;Ипатово;Ставропольский край
892;Кисловодск;Ставропольский край
893;Лермонтов;Ставропольский край
894;Минеральные Воды;Ставропольский край
895;Михайловск;Ставропольский край
896;Невинномысск;Ставропольский край
897;Нефтекумск;Ставропольский край
898;Новоалександровск;Ставропольский край
899;Новопавловск;Ставропольский край
900;Пятигорск;Ставропольский край
901;Светлоград;Ставропольский край
902;Ставрополь;Ставропольский край
903;Жердевка;Тамбовская область
904;Кирсанов;Тамбовская область
905;Котовск;Тамбовская область
906;Мичуринск;Тамбовская область
907;Моршанск;Тамбовская область
908;Рассказово;Тамбовская область
909;Тамбов;Тамбовская область
910;Уварово;Тамбовская область
911;Агрыз;Татарстан
912;Азнакаево;Татарстан
913;Альметьевск;Татарстан
914;Арск;Татарстан
915;Бавлы;Татарстан
916;Болгар;Татарстан
917;Бугульма;Татарстан
918;Буинск;Татарстан
919;Елабуга;Татарстан
920;Заинск;Татарстан
921;Зеленодольск;Татарстан
922;Казань;Татарстан
923;Лаишево;Татарстан
924;Лениногорск;Татарстан
925;Мамадыш;Татарстан
926;Менделеевск;Татарстан
927;Мензелинск;Татарстан
928;Набережные Челны;Татарстан
929;Нижнекамск;Татарстан
930;Нурлат;Татарстан
931;Тетюши;Татарстан
932;Чистополь;Татарстан
933;Андреаполь;Тверская область
934;Бежецк;Тверская область
